id,Genus,name,Latitude,Longitude,mint.cm,at.warmq,p.dryq,p.wetq,p.warmq
14002,Podocarpus,Podocarpus_cunninghamii,-39.205,174.97,0.596501589,-0.071076714,1.80363822,1.060084939,0.832409859
14003,Podocarpus,Podocarpus_cunninghamii,-40.714,175.387,0.52027756,-0.106251903,1.823936224,1.060084939,0.884395897
14004,Podocarpus,Podocarpus_ekmanii,20.53,-75.76761,1.234877944,0.48930046,1.117364764,1.172290564,1.30503428
14005,Podocarpus,Podocarpus_ekmanii,20.535444,-75.44322,1.192001939,0.392265439,1.372111201,1.225757957,1.271389604
14006,Podocarpus,Podocarpus_ekmanii,20.533056,-75.4397,1.211057901,0.43714416,1.329868078,1.187428594,1.238965273
14007,Podocarpus,Podocarpus_ekmanii,20.530693,-75.43572,1.211057901,0.43714416,1.329868078,1.187428594,1.238965273
14008,Podocarpus,Podocarpus_ekmanii,20.47,-74.82,1.234877944,0.48687461,1.645245314,1.250849843,1.169581175
14009,Podocarpus,Podocarpus_ekmanii,20.495333,-74.81883,1.258697987,0.529327452,1.684323788,1.267379522,1.154399276
14010,Podocarpus,Podocarpus_ekmanii,20.477694,-74.81692,1.249169946,0.513559222,1.664935708,1.257066846,1.158754349
14011,Podocarpus,Podocarpus_ekmanii,20.545418,-74.81611,1.353978038,0.660324693,1.756018996,1.415269613,1.11231041
14012,Podocarpus,Podocarpus_elongatus,-31.7,18.2,0.891869783,0.364367932,-0.408693194,-0.695621967,-1.218494296
14013,Podocarpus,Podocarpus_elongatus,-32.375,18.375,0.85852176,0.38741371,-0.152873412,-0.442713976,-1.016016841
14014,Podocarpus,Podocarpus_elongatus,-31.5,18.5,0.810881734,0.480809927,-0.408693194,-0.729490042,-1.189047456
14015,Podocarpus,Podocarpus_elongatus,-32.875,18.625,0.768005669,0.466254681,0.04750571,-0.217763796,-0.846374929
14016,Podocarpus,Podocarpus_elongatus,-33.83,18.75,0.801353693,0.368006706,0.4136886,0.384083003,-0.496320277
14017,Podocarpus,Podocarpus_elongatus,-33.93,18.85,0.829937696,0.369219631,0.466451675,0.463935077,-0.445881128
14018,Podocarpus,Podocarpus_elongatus,-34.03,18.87,0.787061691,0.164233178,0.650465071,0.55251509,-0.269972503
14019,Podocarpus,Podocarpus_elongatus,-34.125,18.875,0.891869783,0.336470336,0.456157118,0.440086454,-0.455722272
14020,Podocarpus,Podocarpus_elongatus,-33.875,18.875,0.787061691,0.301295131,0.572317183,0.558873773,-0.336051822
14021,Podocarpus,Podocarpus_elongatus,-33.625,18.875,0.791825712,0.456551194,0.402729511,0.333254337,-0.506796718
14022,Podocarpus,Podocarpus_elongatus,-33.375,18.875,0.768005669,0.404394835,0.333758891,0.185446545,-0.572729528
14023,Podocarpus,Podocarpus_elongatus,-33.125,18.875,0.758477628,0.496578157,0.175091252,-0.051235277,-0.724408805
14024,Podocarpus,Podocarpus_elongatus,-32.625,18.875,0.744185686,0.548734426,0.011794054,-0.328107923,-0.880513728
14025,Podocarpus,Podocarpus_elongatus,-32.375,18.875,0.715601623,0.361942023,0.04750571,-0.365113139,-0.798139572
14026,Podocarpus,Podocarpus_elongatus,-32.125,18.875,0.748949647,0.592400134,-0.226948649,-0.554811537,-1.108741164
14027,Podocarpus,Podocarpus_elongatus,-31.57,18.88,0.791825712,0.574206114,-0.310954928,-0.670888424,-1.108741164
14028,Podocarpus,Podocarpus_elongatus,-33.75,18.93,0.739421666,0.29037872,0.553990841,0.484076768,-0.362197548
14029,Podocarpus,Podocarpus_elongatus,-33.625,19.125,0.644141614,0.044152379,0.599121988,0.168946117,-0.319054216
14030,Podocarpus,Podocarpus_elongatus,-33.375,19.125,0.734657645,0.400756031,0.333758891,0.168946117,-0.572729528
14031,Podocarpus,Podocarpus_elongatus,-33.125,19.125,0.601265609,0.122993298,0.357394993,-0.126624778,-0.528170049
14032,Podocarpus,Podocarpus_elongatus,-32.375,19.125,0.544097543,0.069624066,0.321679205,-0.409767032,-0.528170049
14033,Podocarpus,Podocarpus_elongatus,-32.125,19.125,0.720365644,0.480809927,-0.129952237,-0.511500955,-0.916466653
14034,Podocarpus,Podocarpus_elongatus,-31.625,19.125,0.634613574,0.360729098,-0.065576248,-0.54019326,-0.846374929
14035,Podocarpus,Podocarpus_elongatus,-31.375,19.125,0.596501589,0.414098382,-0.086357884,-0.525758147,-0.863230884
14036,Podocarpus,Podocarpus_elongatus,-33.58,19.13,0.710837603,0.270971715,0.476624489,0.340625226,-0.436156392
14037,Podocarpus,Podocarpus_elongatus,-32.65,19.2,0.601265609,0.29037869,0.114039131,-0.396838516,-0.724408805
14038,Podocarpus,Podocarpus_elongatus,-33.375,19.375,0.634613574,0.386200786,0.321679205,-0.003278766,-0.584277213
14039,Podocarpus,Podocarpus_elongatus,-32.625,19.375,0.644141614,0.397117227,0.064716667,-0.547479272,-0.82992202
14040,Podocarpus,Podocarpus_elongatus,-32.95,19.42,0.529805541,0.212750703,0.231612682,-0.429425597,-0.670376778
14041,Podocarpus,Podocarpus_elongatus,-33.875,19.875,0.753713667,0.462615877,0.435188234,-0.223334387,-0.475767612
14042,Podocarpus,Podocarpus_elongatus,-34.15,19.9,0.734657645,0.364367902,0.572317183,-0.206696212,-0.344678402
14043,Podocarpus,Podocarpus_elongatus,-33.875,20.125,0.739421666,0.42137599,0.466451675,-0.429425597,-0.445881128
14044,Podocarpus,Podocarpus_elongatus,-34.07,20.35,0.815645754,0.501429915,0.496617675,-0.476603478,-0.417043805
14045,Podocarpus,Podocarpus_elongatus,-34.125,20.375,0.806117713,0.478384048,0.535278916,-0.476603478,-0.380085349
14046,Podocarpus,Podocarpus_elongatus,-33.875,20.375,0.744185686,0.446847677,0.456157118,-0.569618464,-0.455722272
14047,Podocarpus,Podocarpus_elongatus,-34.375,20.875,0.915689707,0.369219661,0.581341267,-0.483500212,-0.336051822
14048,Podocarpus,Podocarpus_elongatus,-16.73463,27.30484,0.801353693,0.415311247,-1.196979523,1.128290176,0.754588485
14049,Podocarpus,Podocarpus_glomeratus,-4.58333,-79.333,0.729893684,-0.454364985,0.929736853,0.791153908,0.889745295
14050,Podocarpus,Podocarpus_glomeratus,-2.48,-79.008,0.791825712,-0.283340842,0.486678809,0.523564517,0.868210495
14051,Podocarpus,Podocarpus_glomeratus,-1.9,-78.9,0.68701762,-0.522289515,0.333758891,0.257382691,0.522149265
14052,Podocarpus,Podocarpus_glomeratus,-1.8,-78.8666,0.586973548,-0.632666826,0.572317183,0.3442972,0.605947375
14053,Podocarpus,Podocarpus_glomeratus,-1.8,-78.8666,0.586973548,-0.632666826,0.572317183,0.3442972,0.605947375
14054,Podocarpus,Podocarpus_glomeratus,-2.79666,-78.84333,0.806117713,-0.154769406,1.052953601,0.25348112,0.358744979
14055,Podocarpus,Podocarpus_glomeratus,-13.6333,-72.8666,0.934745789,0.108438082,0.456157118,1.373144984,0.910920501
14056,Podocarpus,Podocarpus_glomeratus,-13.6166,-72.8666,0.872813702,0.050217059,0.466451675,1.378948212,0.90829277
14057,Podocarpus,Podocarpus_glomeratus,-17.818,-64.618,0.706073642,-0.022559199,-0.25369826,0.657177091,0.97990483
14058,Podocarpus,Podocarpus_glomeratus,-17.833,-64.6166,0.734657645,0.032022983,-0.176628441,0.642225146,0.967405617
14059,Podocarpus,Podocarpus_glomeratus,-17.8,-64.6166,0.663197577,-0.107464842,-0.20129174,0.642225146,0.812699199
14060,Podocarpus,Podocarpus_glomeratus,-17.75,-64.6166,0.844229758,0.190917805,0.885129273,0.738357306,1.047767997
14061,Podocarpus,Podocarpus_glomeratus,-18.4544,-64.4958,0.772769749,0.070836984,-0.445351422,0.497355163,0.658651471
14062,Podocarpus,Podocarpus_gnidioides,-21.87,166.33,1.134833932,0.440782964,1.570260882,1.491248131,1.677152634
14063,Podocarpus,Podocarpus_gnidioides,-21.857,166.335,1.096721888,0.349812657,1.912947178,1.476670027,1.664965987
14064,Podocarpus,Podocarpus_gnidioides,-21.87912,166.4198,1.049081922,0.218815386,2.582328558,1.975165009,2.081686735
14065,Podocarpus,Podocarpus_gnidioides,-21.88055,166.42693,1.077665925,0.263694108,2.532350779,1.983598948,2.088737249
14066,Podocarpus,Podocarpus_gnidioides,-21.97111,166.5044,1.139597893,0.416524202,1.821055532,1.476670027,1.664965987
14067,Podocarpus,Podocarpus_gnidioides,-22.17277,166.5127,1.177709937,0.434718311,1.912947178,1.57463336,1.746859193
14068,Podocarpus,Podocarpus_guatemalensis,16.86,-94.73,1.301573992,0.718545675,1.132880092,1.806134462,1.444612265
14069,Podocarpus,Podocarpus_guatemalensis,17.05,-88.95,1.244405985,0.581483722,1.20249486,1.450874805,1.4499228
14070,Podocarpus,Podocarpus_guatemalensis,16.509,-88.9472,1.220586061,0.50264281,1.456133366,1.884373903,1.777018905
14071,Podocarpus,Podocarpus_guatemalensis,17,-88.9166,1.215821981,0.529327452,1.249658823,1.439706683,0.97990483
14072,Podocarpus,Podocarpus_guatemalensis,16.5166,-88.85,1.325394034,0.708842218,1.303756237,2.125730515,1.281369448
14073,Podocarpus,Podocarpus_guatemalensis,16.5166,-88.85,1.325394034,0.708842218,1.303756237,2.125730515,1.281369448
14074,Podocarpus,Podocarpus_guatemalensis,17.0833,-88.61666,1.334922075,0.695499897,1.216855288,1.532525182,1.513881564
14075,Podocarpus,Podocarpus_guatemalensis,15.726,-88.5939,1.45878613,0.836200714,1.677894235,1.955346227,1.291278481
14076,Podocarpus,Podocarpus_guatemalensis,17.0166,-88.5,1.344449997,0.728249192,1.249658823,1.610711217,1.064200044
14077,Podocarpus,Podocarpus_guatemalensis,17.01666,-88.5,1.344449997,0.728249192,1.249658823,1.610711217,1.064200044
14078,Podocarpus,Podocarpus_guatemalensis,17.1666,-88.5,1.373034,0.739165664,1.231032491,1.571161032,1.553930402
14079,Podocarpus,Podocarpus_guatemalensis,17,-88.43277,1.349214077,0.75372088,1.272515178,1.625961661,1.078124046
14080,Podocarpus,Podocarpus_guatemalensis,16.936,-88.409,1.296810031,0.671241164,1.272515178,1.437838554,0.982390285
14081,Podocarpus,Podocarpus_guatemalensis,16.95,-88.3833,1.373034,0.741591513,1.299345493,1.639414787,1.542360902
14082,Podocarpus,Podocarpus_guatemalensis,15.7,-86.85,1.373034,0.750082076,1.299345493,1.219428182,0.568290472
14083,Podocarpus,Podocarpus_guatemalensis,10.76,-85.3,1.311102033,0.451699436,1.069425702,1.961029053,0.745629549
14084,Podocarpus,Podocarpus_guatemalensis,10.76,-85.3,1.311102033,0.451699436,1.069425702,1.961029053,0.745629549
14085,Podocarpus,Podocarpus_guatemalensis,12.31666,-84.8033,1.425438046,0.625149548,1.163259506,1.732588649,1.30503428
14086,Podocarpus,Podocarpus_guatemalensis,11.239,-84.23777,1.444494128,0.631214201,1.677894235,2.256148577,1.011850953
14087,Podocarpus,Podocarpus_guatemalensis,13.4833,-84.2333,1.501662135,0.736739755,1.245031238,2.147833109,1.537374496
14088,Podocarpus,Podocarpus_guatemalensis,10.33,-84.08,1.406382084,0.58633548,1.942223549,2.187535048,1.291278481
14089,Podocarpus,Podocarpus_guatemalensis,14.466,-84.05,1.463550091,0.693074048,1.380378008,2.130952597,1.523995757
14090,Podocarpus,Podocarpus_guatemalensis,11.3666,-84.01666,1.496898174,0.702777565,1.709720492,2.246308088,1.0548352
14091,Podocarpus,Podocarpus_guatemalensis,14.6333,-83.9333,1.444494128,0.662750602,1.346951246,2.075439692,1.488287807
14092,Podocarpus,Podocarpus_guatemalensis,10.7666,-83.8833,1.501662135,0.703990459,2.014013052,2.316622257,1.263354421
14093,Podocarpus,Podocarpus_guatemalensis,11.1166,-83.833,1.54453826,0.7670632,1.838244677,2.299865007,1.236913323
14094,Podocarpus,Podocarpus_guatemalensis,8.67,-83.7,1.473078132,0.742804408,1.277031302,2.472867012,1.406881928
14095,Podocarpus,Podocarpus_guatemalensis,8.73,-83.6,1.444494128,0.694286942,1.35959959,2.003140211,1.419568419
14096,Podocarpus,Podocarpus_guatemalensis,8.69,-83.58,1.444494128,0.696712792,1.052953601,2.036201477,1.423172474
14097,Podocarpus,Podocarpus_guatemalensis,8.52,-83.46,1.344449997,0.534179151,1.838244677,2.26838398,1.462239623
14098,Podocarpus,Podocarpus_guatemalensis,8.83,-82.324,1.182473898,0.250351787,2.048545837,2.19133687,1.441061139
14099,Podocarpus,Podocarpus_guatemalensis,8.5133,-81.11638,1.330157995,0.443208843,1.566741705,1.922350407,1.080430627
14100,Podocarpus,Podocarpus_guatemalensis,7.7,-80.75,1.430202127,0.625149548,0.29696548,1.920902967,0.1408986
14101,Podocarpus,Podocarpus_guatemalensis,7.433,-80.68333,1.430202127,0.637278855,0.658749282,1.932450891,0.07705944
14102,Podocarpus,Podocarpus_guatemalensis,8.6752,-79.9271,1.392090082,0.509920418,0.706959665,1.970934987,0.949701011
14103,Podocarpus,Podocarpus_guatemalensis,8.687,-79.921,1.392090082,0.50506866,0.675098479,2.075439692,1.127970219
14104,Podocarpus,Podocarpus_guatemalensis,9.25,-79.4,1.37779808,0.495365173,0.752816379,1.86212492,1.071179986
14105,Podocarpus,Podocarpus_guatemalensis,-4.2666,-78.6666,1.277753949,0.445634723,1.841088295,0.998657107,0.944597781
14106,Podocarpus,Podocarpus_guatemalensis,-4.2,-78.6333,1.296810031,0.485661685,1.952713966,1.067030072,1.019113421
14107,Podocarpus,Podocarpus_guatemalensis,8.933,-78.4236,1.525482178,0.694286942,1.226326704,1.770495296,0.949701011
14108,Podocarpus,Podocarpus_guatemalensis,8.8934,-78.4222,1.535010219,0.710055113,1.096323609,1.836599827,1.019113421
14109,Podocarpus,Podocarpus_guatemalensis,7.95,-77.68,1.420674086,0.52083683,0.699095488,1.818377614,1.119043827
14110,Podocarpus,Podocarpus_guatemalensis,6.08333,-77.1666,1.496898174,0.660324693,2.880113602,2.825248718,2.054380178
14111,Podocarpus,Podocarpus_guatemalensis,6.6188,-73.9144,1.582650304,0.828923047,1.743835211,1.772058487,0.775240898
14112,Podocarpus,Podocarpus_henkelii,-30.75,29.42,0.682253659,0.212750688,0.391625285,0.55251509,0.892411888
14113,Podocarpus,Podocarpus_henkelii,-30.75,29.57,0.68701762,0.102373391,0.435188234,0.686656177,1.004548073
14114,Podocarpus,Podocarpus_henkelii,-29.4,30.05,0.644141614,0.165446132,0.271467,0.721312046,1.03351891
14115,Podocarpus,Podocarpus_henkelii,-28.25,30.23,0.677489638,0.255203515,0.258404821,0.630158603,0.957318544
14116,Podocarpus,Podocarpus_henkelii,-4.67,38.25,0.8680498,0.039300624,-0.045409143,0.450354189,0.625988066
14117,Podocarpus,Podocarpus_henkelii,-4.67,38.25,0.8680498,0.039300624,-0.045409143,0.450354189,0.625988066
14118,Podocarpus,Podocarpus_henkelii,-4.7,38.3,0.834701717,-0.028623911,0.271467,0.645227313,0.742628813
14119,Podocarpus,Podocarpus_henkelii,-4.5,38.3,0.882341743,0.01382893,0.368962944,0.738357306,0.821184933
14120,Podocarpus,Podocarpus_henkelii,-4.75,38.33,0.915689707,0.115715705,0.506444395,0.763584912,0.658651471
14121,Podocarpus,Podocarpus_henkelii,-4.75,38.33,0.915689707,0.115715705,0.506444395,0.763584912,0.658651471
14122,Podocarpus,Podocarpus_hispaniolensis,19.6,-70.63,1.277753949,0.56814146,1.645245314,1.008255601,0.742628813
14123,Podocarpus,Podocarpus_hispaniolensis,18.63,-70.5,1.158653855,0.318276256,0.966468275,0.788418293,0.999656796
14124,Podocarpus,Podocarpus_hispaniolensis,18.49,-70.43,1.039553881,0.125419229,1.080266476,0.929865897,1.094186425
14125,Podocarpus,Podocarpus_hispaniolensis,18.53,-70.43,1.139597893,0.343747944,1.090997934,0.807468951,1.026335835
14126,Podocarpus,Podocarpus_hispaniolensis,18.78140556,-70.41727222,1.12054193,0.307359874,1.226326704,0.8020491,1.026335835
14127,Podocarpus,Podocarpus_hispaniolensis,18.74166667,-70.38333333,1.158653855,0.364367902,1.334162712,0.847545683,1.075813413
14128,Podocarpus,Podocarpus_humbertii,-13.888,48.9775,0.825173676,-0.035901509,0.129773974,1.624273658,1.426768303
14129,Podocarpus,Podocarpus_humbertii,-13.888,48.9775,0.825173676,-0.035901509,0.129773974,1.624273658,1.426768303
14130,Podocarpus,Podocarpus_humbertii,-14.498,49.312,0.815645754,0.137548581,0.831582308,1.657756686,1.816346884
14131,Podocarpus,Podocarpus_humbertii,-14.61666,49.38333,0.853757739,0.17514962,0.984351635,1.657756686,1.816346884
14132,Podocarpus,Podocarpus_humbertii,-14.71666,49.45,0.853757739,0.15816851,1.063963532,1.679206014,1.83427763
14133,Podocarpus,Podocarpus_lambertii,-30.35,-53.61666667,0.906161785,0.543882668,1.891246796,0.718453169,0.954784632
14134,Podocarpus,Podocarpus_lambertii,-30.85,-53.15,0.891869783,0.485661685,1.80363822,0.749619246,0.892411888
14135,Podocarpus,Podocarpus_lambertii,-30.56666667,-52.73333333,0.834701717,0.388626665,1.826810241,0.749619246,0.870922565
14136,Podocarpus,Podocarpus_lambertii,-30.56666667,-52.73333333,0.834701717,0.388626665,1.826810241,0.749619246,0.870922565
14137,Podocarpus,Podocarpus_lambertii,-28.758,-50.6333,0.85852176,0.264907032,1.902140856,0.884074271,1.119043827
14138,Podocarpus,Podocarpus_lambertii,-28.758,-50.6333,0.85852176,0.264907032,1.902140856,0.884074271,1.119043827
14139,Podocarpus,Podocarpus_lambertii,-28.21,-49.9333,0.725129664,0.040513568,1.794841766,0.886652172,1.136837244
14140,Podocarpus,Podocarpus_lambertii,-25.71666667,-49.13333333,0.901397765,0.263694078,1.631943703,1.094530225,1.345513463
14141,Podocarpus,Podocarpus_lambertii,-14.21666667,-47.85,1.182473898,0.490513414,-0.25369826,1.539610147,1.14124918
14142,Podocarpus,Podocarpus_lambertii,-23.3,-46.44,0.968093753,0.274610519,0.810726881,1.279675603,1.432144403
14143,Podocarpus,Podocarpus_lambertii,-23.21666667,-45.98333333,1.034789801,0.415311247,0.85871774,1.240438938,1.406881928
14144,Podocarpus,Podocarpus_lambertii,-22.7333,-43.7333,1.192001939,0.674879968,1.03622067,1.213075519,1.360634565
14145,Podocarpus,Podocarpus_lambertii,-19.28333333,-43.58333333,0.953801811,0.301295131,0.097963408,1.647774339,1.467486858
14146,Podocarpus,Podocarpus_lambertii,-13.53333333,-41.95,1.006205916,0.144826189,0.625154674,0.97441572,1.101011634
14147,Podocarpus,Podocarpus_lambertii,-13.5333,-41.95,1.006205916,0.144826189,0.625154674,0.97441572,1.101011634
14148,Podocarpus,Podocarpus_lambertii,-11.5833,-41.2,1.063373804,0.294017553,0.803674996,0.35525623,0.658651471
14149,Podocarpus,Podocarpus_lambertii,-13.11666667,-41.11666667,1.258697987,0.580270767,0.28431794,0.562043667,0.721411884
14150,Podocarpus,Podocarpus_latifolius,-34.1,18.45,0.882341743,0.178788468,0.476624489,0.329554409,-0.436156392
14151,Podocarpus,Podocarpus_latifolius,-34.38,19.32,0.820409775,0.098734565,0.730165422,0.333254337,-0.186507151
14152,Podocarpus,Podocarpus_latifolius,-33.88,24.28,0.810881734,0.281888127,1.02491498,-0.07588397,0.191194862
14153,Podocarpus,Podocarpus_latifolius,-33.8833,24.28333,0.810881734,0.281888127,1.02491498,-0.07588397,0.191194862
14154,Podocarpus,Podocarpus_latifolius,-32.61,26.91,0.801353693,0.228518873,0.496617675,0.135344341,0.543674946
14155,Podocarpus,Podocarpus_latifolius,-32.6111,26.9125,0.801353693,0.228518873,0.496617675,0.135344341,0.543674946
14156,Podocarpus,Podocarpus_latifolius,-32.58611,26.91944,0.763241649,0.09145695,0.476624489,0.22984314,0.622671902
14157,Podocarpus,Podocarpus_latifolius,-32.62,26.92,0.801353693,0.268545806,0.496617675,0.109594613,0.522149265
14158,Podocarpus,Podocarpus_latifolius,-32.59,26.92,0.763241649,0.09145695,0.476624489,0.22984314,0.622671902
14159,Podocarpus,Podocarpus_latifolius,-24.33,28.25,0.644141614,0.40560779,-0.281655103,0.467311054,0.821184933
14160,Podocarpus,Podocarpus_latifolius,-23.07,28.98,0.720365644,0.158168539,0.011794054,0.902034879,1.184595466
14161,Podocarpus,Podocarpus_latifolius,-31.97,29.15,1.106249809,0.401968986,0.966468275,0.55251509,0.892411888
14162,Podocarpus,Podocarpus_latifolius,-28.95,29.2,0.648905635,0.161807328,0.217864841,0.949814439,1.224537253
14163,Podocarpus,Podocarpus_latifolius,-29.056,29.37,0.625085592,0.039300598,0.29696548,1.041422606,1.301117778
14164,Podocarpus,Podocarpus_latifolius,-24.67,30.05,0.720365644,0.221241266,0.097963408,0.831634998,1.125744224
14165,Podocarpus,Podocarpus_latifolius,-28.43,30.4,0.653669596,0.163020283,0.271467,0.654198349,0.977414727
14166,Podocarpus,Podocarpus_latifolius,-24.5333,30.8666,0.882341743,0.187279001,0.321679205,1.099070191,1.34930861
14167,Podocarpus,Podocarpus_latifolius,-24.53,30.87,0.877577722,0.149677962,0.357394993,1.130517244,1.375597
14168,Podocarpus,Podocarpus_latifolius,-29.92,30.98,1.063373804,0.554799139,0.935951412,0.636203825,0.934329569
14169,Podocarpus,Podocarpus_latifolius,-26.3,31.15,0.848993719,0.27218467,0.466451675,1.244610429,1.470974088
14170,Podocarpus,Podocarpus_latifolius,-26.25,31.25,0.839465737,0.351025581,0.402729511,1.159208298,1.399581552
14171,Podocarpus,Podocarpus_latifolius,-25.97,31.25,0.872813702,0.279462248,0.309416831,1.069339037,1.324454665
14172,Podocarpus,Podocarpus_lawrencei,-37.48,145.88,0.363065392,-0.261507899,1.505312443,1.150431395,0.547223747
14173,Podocarpus,Podocarpus_lawrencei,-41.65,145.9222,0.391649425,-0.443448573,1.843925238,1.595334649,0.870922565
14174,Podocarpus,Podocarpus_lawrencei,-41.65,145.93,0.391649425,-0.442235619,1.843925238,1.591900706,0.870922565
14175,Podocarpus,Podocarpus_lawrencei,-37.8416,146.275,0.34877342,-0.297896057,1.516381264,0.976855874,0.557805061
14176,Podocarpus,Podocarpus_lawrencei,-42.9583,146.4222,0.43452546,-0.522289515,1.852399588,1.229964972,0.879023552
14177,Podocarpus,Podocarpus_lawrencei,-42.15,146.46,0.420233458,-0.255443215,1.325557232,0.602658451,0.4626773
14178,Podocarpus,Podocarpus_lawrencei,-41.73,146.53,0.424997479,-0.396144003,1.299345493,0.715588748,0.350328475
14179,Podocarpus,Podocarpus_lawrencei,-42.66,146.55,0.363065392,-0.542909443,1.67466712,1.02492094,0.70911926
14180,Podocarpus,Podocarpus_lawrencei,-42.68,146.56,0.377357423,-0.510160148,1.668187857,1.010646343,0.702925384
14181,Podocarpus,Podocarpus_lawrencei,-42.68,146.6,0.405941427,-0.467707306,1.604907513,0.904584825,0.642432213
14182,Podocarpus,Podocarpus_lawrencei,-41.56,146.63,0.539333522,-0.069863774,1.117364764,0.510516763,0.176362917
14183,Podocarpus,Podocarpus_lawrencei,-41.75,146.7,0.372593433,-0.48954019,1.245031238,0.562043667,0.298406452
14184,Podocarpus,Podocarpus_lawrencei,-43.4679,146.7508,0.582209527,-0.424041569,1.780047059,1.13496232,0.809857786
14185,Podocarpus,Podocarpus_lawrencei,-43.25,146.76,0.534569502,-0.415550977,1.740771174,1.07854259,0.772311866
14186,Podocarpus,Podocarpus_lawrencei,-43.2458,146.7666,0.525041521,-0.45557794,1.771088719,1.099070191,0.801294029
14187,Podocarpus,Podocarpus_lawrencei,-36.7805,146.7722,0.344009399,-0.20692575,1.416870713,1.00346303,0.4626773
14188,Podocarpus,Podocarpus_lawrencei,-36.7311,146.8133,0.386885434,-0.111103646,1.392669201,1.029652476,0.439541727
14189,Podocarpus,Podocarpus_lawrencei,-42.9,147.23,0.577445567,-0.43738386,1.601486564,0.782933056,0.639161944
14190,Podocarpus,Podocarpus_lawrencei,-36.91,147.26,0.248729348,-0.320941865,1.628596067,1.041422606,0.665077388
14191,Podocarpus,Podocarpus_lawrencei,-41.71,148.2083,0.629849553,-0.194796339,1.303756237,0.189541265,0.358744979
14192,Podocarpus,Podocarpus_lawrencei,-36.45,148.26,0.177269295,-0.48711431,1.835395455,1.320053339,0.862768471
14193,Podocarpus,Podocarpus_lawrencei,-36.45,148.28,0.167741269,-0.464068472,1.812376142,1.291886449,0.840762973
14194,Podocarpus,Podocarpus_lawrencei,-36.43,148.28,0.205853313,-0.449513286,1.818168759,1.306025863,0.846300542
14195,Podocarpus,Podocarpus_lawrencei,-36.4,148.31,0.22014533,-0.417976886,1.794841766,1.275586367,0.824000895
14196,Podocarpus,Podocarpus_lawrencei,-36.38,148.31,0.26302135,-0.335497141,1.737699866,1.180957079,0.769375801
14197,Podocarpus,Podocarpus_lawrencei,-36.4,148.35,0.22490932,-0.364607573,1.734621048,1.17879498,0.766432583
14198,Podocarpus,Podocarpus_lawrencei,-36.15,148.38,0.1820333,-0.375524014,1.719115376,1.157018661,0.751609802
14199,Podocarpus,Podocarpus_lawrencei,-36.06,148.46,0.22490932,-0.25665617,1.608319402,1.00346303,0.70911926
14200,Podocarpus,Podocarpus_lawrencei,-35.86,148.48,0.239201322,-0.22390683,1.538220048,0.9646191,0.668277562
14201,Podocarpus,Podocarpus_lawrencei,-35.55,148.76,0.324953377,-0.186305761,1.346951246,0.310911536,0.419889212
14202,Podocarpus,Podocarpus_lawrencei,-35.53,148.76,0.310661376,-0.212990388,1.363785028,0.325845003,0.439541727
14203,Podocarpus,Podocarpus_lawrencei,-35.53,148.76,0.310661376,-0.212990388,1.363785028,0.325845003,0.439541727
14204,Podocarpus,Podocarpus_lawrencei,-35.21,148.76,0.396413445,-0.035901483,1.35959959,0.4332017,0.407928675
14205,Podocarpus,Podocarpus_lawrencei,-35.68,148.78,0.315425396,-0.202073932,1.342704177,0.265153885,0.419889212
14206,Podocarpus,Podocarpus_lawrencei,-35.58,148.78,0.282077342,-0.308812499,1.482865095,0.494046539,0.525765002
14207,Podocarpus,Podocarpus_lawrencei,-35.55,148.78,0.301133364,-0.277276129,1.424828172,0.391201347,0.470284373
14208,Podocarpus,Podocarpus_lawrencei,-35.48,148.78,0.315425396,-0.192370459,1.376251936,0.336944789,0.44343099
14209,Podocarpus,Podocarpus_lawrencei,-35.7383,148.7811,0.277313352,-0.301534861,1.501600146,0.503950417,0.561310709
14210,Podocarpus,Podocarpus_lawrencei,-35.58,148.7916,0.296369374,-0.282127857,1.432732582,0.408847481,0.477840543
14211,Podocarpus,Podocarpus_lawrencei,-35.6666,148.7947,0.26302135,-0.324580699,1.541821957,0.577792645,0.582125187
14212,Podocarpus,Podocarpus_lawrencei,-35.6677,148.7963,0.286841363,-0.276063144,1.43666482,0.39828524,0.500210702
14213,Podocarpus,Podocarpus_lawrencei,-35.73,148.8,0.310661376,-0.216629192,1.372111201,0.257382691,0.435638845
14214,Podocarpus,Podocarpus_lawrencei,-37.28,148.86,0.477401495,-0.165685847,1.432732582,0.237766549,0.500210702
14215,Podocarpus,Podocarpus_lawrencei,-35.75,148.86,0.272549361,-0.273637295,1.482865095,0.394747525,0.525765002
14216,Podocarpus,Podocarpus_lawrencei,-35.71,148.86,0.310661376,-0.209351599,1.35959959,0.185446545,0.415916681
14217,Podocarpus,Podocarpus_lawrencei,-37.28,148.88,0.472637504,-0.181454048,1.456133366,0.269023985,0.529369295
14218,Podocarpus,Podocarpus_lawrencei,-35.6458,148.9291,0.291605383,-0.192370474,1.338441253,0.168946117,0.427791864
14219,Podocarpus,Podocarpus_lawrencei,-35.65,148.93,0.310661376,-0.135362387,1.299345493,0.131086171,0.395837367
14220,Podocarpus,Podocarpus_lawrencei,-35.68,149.26,0.339245379,-0.168111712,1.351182938,0.143821776,0.470284373
14221,Podocarpus,Podocarpus_lawrencei,-35.73,149.3,0.34877342,-0.080780201,1.183052301,0.052079093,0.411929786
