id,Genus,name,Latitude,Longitude,mint.cm,at.warmq,p.dryq,p.wetq,p.warmq
2631,Juniperus,Juniperus_pseudosabina,37.08,76.93,-0.194322944,-0.233610332,-1.196979523,-1.783787131,-1.060637236
2632,Juniperus,Juniperus_pseudosabina,37.08,76.93,-0.194322944,-0.233610332,-1.196979523,-1.783787131,-1.060637236
2633,Juniperus,Juniperus_pseudosabina,42.994167,78.32445,-0.141918927,-0.196009293,0.581341267,0.185446545,0.554288805
2634,Juniperus,Juniperus_pseudosabina,43.22,87.13,-0.303895056,-0.365820557,-0.679743826,-0.46293053,0.043542583
2635,Juniperus,Juniperus_pseudosabina,43.22,87.13,-0.303895056,-0.365820557,-0.679743826,-0.46293053,0.043542583
2636,Juniperus,Juniperus_pseudosabina,49.625,88.1983,-0.956563473,-0.724850059,-0.445351422,-0.442713976,0.060442768
2637,Juniperus,Juniperus_recurva,29.05,83.86667,0.201089308,-0.335497111,0.616559684,0.148041025,0.44343099
2638,Juniperus,Juniperus_recurva,28.55,85.3,-0.170502931,-0.724850059,0.506444395,-0.346470028,-0.208510771
2639,Juniperus,Juniperus_recurva,28.106112,85.34278,0.35353741,-0.171750531,0.29696548,1.085412979,1.326382279
2640,Juniperus,Juniperus_recurva,28.105556,85.35083,0.329717398,-0.216629207,0.368962944,0.937375069,1.195219994
2641,Juniperus,Juniperus_recurva,28.088888,85.38778,0.177269295,-0.50530839,0.675098479,0.160621911,0.496512741
2642,Juniperus,Juniperus_recurva,28.07,85.42,-0.022818854,-0.755173564,0.737775981,-0.212217897,0.13053526
2643,Juniperus,Juniperus_recurva,28.22,85.57,-0.022818854,-0.647222102,0.706959665,-0.184847295,0.161314219
2644,Juniperus,Juniperus_recurva,28.22,85.57,-0.022818854,-0.647222102,0.706959665,-0.184847295,0.161314219
2645,Juniperus,Juniperus_recurva,27.848057,86.64306,0.101045251,-0.531992972,0.581341267,0.760801911,1.050127864
2646,Juniperus,Juniperus_recurva,27.817083,86.68636,0.22490932,-0.358542919,0.525772154,1.232064724,1.455214262
2647,Juniperus,Juniperus_recurva,27.828333,86.693054,0.148685277,-0.501669586,0.572317183,0.729857385,1.026335835
2648,Juniperus,Juniperus_recurva,27.809168,86.69972,0.239201322,-0.381588727,0.535278916,1.167941213,1.401410222
2649,Juniperus,Juniperus_recurva,27.805279,86.712776,0.310661376,-0.34034884,0.516161501,1.345813632,1.553930402
2650,Juniperus,Juniperus_recurva,27.825556,86.73361,0.22490932,-0.34034884,0.525772154,1.306025863,1.518947244
2651,Juniperus,Juniperus_recurva,27.840555,86.73583,0.153449282,-0.445874423,0.553990841,0.904584825,1.176036358
2652,Juniperus,Juniperus_recurva,27.783333,87.15,-0.170502931,-0.861912012,0.424506724,0.189541265,0.571764588
2653,Juniperus,Juniperus_recurva,27.583332,87.5,0.001001162,-0.665416121,0.321679205,0.517054677,0.862768471
2654,Juniperus,Juniperus_recurva,27.710833,87.8375,0.22014533,-0.375524074,0.321679205,1.128290176,1.373735309
2655,Juniperus,Juniperus_recurva,27.475279,88.16055,0.058169194,-0.533205926,0.097963408,0.639217496,0.964891374
2656,Juniperus,Juniperus_recurva,27.5,88.17,0.058169194,-0.522289515,0.114039131,0.663118005,0.984871209
2657,Juniperus,Juniperus_recurva,27.5,88.17,0.058169194,-0.522289515,0.114039131,0.663118005,0.984871209
2658,Juniperus,Juniperus_recurva,27.48,89.75,0.358301401,-0.221480966,-0.107799456,1.112618566,1.31477809
2659,Juniperus,Juniperus_recurva,27.483334,89.75,0.401177406,-0.168111712,-0.086357884,1.191729903,1.384869337
2660,Juniperus,Juniperus_recurva,27.916668,89.76667,0.272549361,-0.214203358,-0.281655103,0.577792645,0.892411888
2661,Juniperus,Juniperus_recurva,27.92,89.77,0.272549361,-0.214203358,-0.281655103,0.577792645,0.892411888
2662,Juniperus,Juniperus_recurva,29.05,93.98,-0.294367015,-0.878893197,-0.374259502,0.35525623,0.727511883
2663,Juniperus,Juniperus_recurva,29.58,94.63,-0.151446924,-0.695739627,-0.20129174,0.523564517,0.868210495
2664,Juniperus,Juniperus_recurva,29.62,94.68,-0.289602995,-0.815820396,-0.176628441,0.520312846,0.865492225
2665,Juniperus,Juniperus_recurva,29.9,94.87,-0.318187028,-0.727275968,-0.152873412,0.546128929,0.887073338
2666,Juniperus,Juniperus_recurva,29.9,94.88,-0.256255031,-0.593852878,-0.20129174,0.55251509,0.892411888
2667,Juniperus,Juniperus_recurva,29.9,94.88,-0.256255031,-0.593852878,-0.20129174,0.55251509,0.892411888
2668,Juniperus,Juniperus_recurva,29.483334,94.916664,-0.103806898,-0.465281427,-0.341758579,0.59957248,0.931749821
2669,Juniperus,Juniperus_recurva,29.58,94.95,-0.127626911,-0.599917531,-0.374259502,0.555697918,0.895072579
2670,Juniperus,Juniperus_recurva,29.585833,94.95944,-0.037110873,-0.441022664,-0.408693194,0.605738521,0.936904371
2671,Juniperus,Juniperus_recurva,29.58,94.97,-0.137154907,-0.558677614,-0.408693194,0.584047019,0.918771267
2672,Juniperus,Juniperus_recurva,29.87111,95.371666,-0.175266951,-0.593852818,-0.065576248,0.59957248,0.931749821
2673,Juniperus,Juniperus_recurva,28.333332,98.4,0.186797291,-0.197222218,0.258404821,0.746811271,1.0548352
2674,Juniperus,Juniperus_recurva,27.766861,98.44217,0.09628123,-0.385227591,0.456157118,0.729857385,1.006986856
2675,Juniperus,Juniperus_recurva,27.691668,98.45695,0.053405218,-0.45557794,0.435188234,0.695392132,0.984871209
2676,Juniperus,Juniperus_recurva,25.333332,98.5,0.663197577,0.317063361,0.553990841,1.544906259,1.722008586
2677,Juniperus,Juniperus_recurva,27.8,98.5011,0.177269295,-0.268785566,0.456157118,0.82896775,1.089616895
2678,Juniperus,Juniperus_recurva,27.7,98.566666,0.301133364,-0.074715517,0.4136886,1.036724448,1.297190309
2679,Juniperus,Juniperus_recurva,27.5,98.6,0.205853313,-0.280914932,0.496617675,0.842259586,1.134625912
2680,Juniperus,Juniperus_recurva,25.974167,98.685,0.386885434,-0.177815229,0.599121988,1.069339037,1.283356786
2681,Juniperus,Juniperus_recurva,25.833332,98.75,0.42976144,-0.135362402,0.616559684,1.07854259,1.332148433
2682,Juniperus,Juniperus_recurva,25.8,98.8,0.553625524,0.067198195,0.642105758,1.119352579,1.366263866
2683,Juniperus,Juniperus_recurva,27.75,99.33,0.367829412,-0.004365158,0.245122895,0.608812034,0.939473689
2684,Juniperus,Juniperus_recurva,25.7667,100.017,0.272549361,-0.325793624,0.516161501,0.79933238,1.098740578
2685,Juniperus,Juniperus_rigida,39.0833,125.75,-0.032346848,0.47110641,0.368962944,1.293913364,1.484841466
2686,Juniperus,Juniperus_rigida,34.5917,126.542,0.401177406,0.574206114,0.872011185,1.273538589,1.394082308
2687,Juniperus,Juniperus_rigida,36.5,127,0.115337268,0.45533821,0.737775981,1.420938611,1.618376851
2688,Juniperus,Juniperus_rigida,36.2,127.111,0.205853313,0.576632023,0.789415359,1.401973248,1.602522731
2689,Juniperus,Juniperus_rigida,36.2,127.112,0.205853313,0.576632023,0.789415359,1.401973248,1.602522731
2690,Juniperus,Juniperus_rigida,36.366,127.113,0.124865264,0.508707464,0.737775981,1.426589489,1.623100877
2691,Juniperus,Juniperus_rigida,36.285,127.133,0.143921256,0.51841104,0.767623782,1.434096694,1.629376531
2692,Juniperus,Juniperus_rigida,36.285,127.137,0.148685277,0.53903091,0.767623782,1.42470789,1.62152791
2693,Juniperus,Juniperus_rigida,36.287,127.137,0.148685277,0.53903091,0.767623782,1.42470789,1.62152791
2694,Juniperus,Juniperus_rigida,36.288,127.14,0.148685277,0.53903091,0.767623782,1.42470789,1.62152791
2695,Juniperus,Juniperus_rigida,36.286,127.142,0.148685277,0.549947381,0.760248661,1.413376451,1.612055302
2696,Juniperus,Juniperus_rigida,36.202,127.174,0.177269295,0.554799139,0.774942577,1.409583211,1.608884335
2697,Juniperus,Juniperus_rigida,36.203,127.174,0.177269295,0.554799139,0.774942577,1.409583211,1.608884335
2698,Juniperus,Juniperus_rigida,36.031,127.284,0.148685277,0.462615877,0.789415359,1.40006566,1.600928068
2699,Juniperus,Juniperus_rigida,38.183334,127.4,-0.051402844,0.325553894,0.424506724,1.543142319,1.696751118
2700,Juniperus,Juniperus_rigida,36.164,127.461,0.09628123,0.444421798,0.760248661,1.432222486,1.627809763
2701,Juniperus,Juniperus_rigida,36.164,127.462,0.09628123,0.444421798,0.760248661,1.432222486,1.627809763
2702,Juniperus,Juniperus_rigida,36.111,127.541,0.124865264,0.523262739,0.789415359,1.40006566,1.600928068
2703,Juniperus,Juniperus_rigida,35.221,128.116,0.301133364,0.542669773,0.666960001,1.476670027,1.664965987
2704,Juniperus,Juniperus_rigida,35.221,128.117,0.296369374,0.547521472,0.666960001,1.476670027,1.664965987
2705,Juniperus,Juniperus_rigida,35.212,128.124,0.305897385,0.554799139,0.666960001,1.478498697,1.666494727
2706,Juniperus,Juniperus_rigida,35.216,128.131,0.305897385,0.553586185,0.666960001,1.48032546,1.668021798
2707,Juniperus,Juniperus_rigida,35.227,128.132,0.305897385,0.548734426,0.666960001,1.469336987,1.658836007
2708,Juniperus,Juniperus_rigida,35.15,128.27,0.296369374,0.512346268,0.691164792,1.471173286,1.660370946
2709,Juniperus,Juniperus_rigida,36,129,0.215381309,0.501429856,0.599121988,1.105858088,1.354983091
2710,Juniperus,Juniperus_rigida,34.16,132.18,0.577445567,0.665176392,1.267980814,1.420938611,1.371871114
2711,Juniperus,Juniperus_rigida,34.47,133.27,0.548861504,0.645769417,0.948267877,1.027288198,1.145646811
2712,Juniperus,Juniperus_rigida,42.87,133.79,-0.051402844,0.092669867,0.345662266,0.605738521,0.936904371
2713,Juniperus,Juniperus_rigida,34.333332,134.05,0.577445567,0.678518713,1.013486028,1.176629305,1.384869337
2714,Juniperus,Juniperus_rigida,34.54,134.32,0.534569502,0.582696676,0.929736853,1.126060128,1.343611717
2715,Juniperus,Juniperus_rigida,34.16,134.4,0.525041521,0.553586185,1.101622701,1.330005646,1.53903842
2716,Juniperus,Juniperus_rigida,34.17,134.41,0.539333522,0.576632023,1.080266476,1.283755422,1.503697634
2717,Juniperus,Juniperus_rigida,34.14,134.42,0.567917585,0.671241164,1.058472872,1.204568624,1.437500834
2718,Juniperus,Juniperus_rigida,35.37,134.48,0.205853313,0.252777636,1.788943887,1.347780108,1.557219505
2719,Juniperus,Juniperus_rigida,34.14,134.49,0.586973548,0.702777565,1.058472872,1.213075519,1.444612265
2720,Juniperus,Juniperus_rigida,35.31,134.49,0.205853313,0.237009451,1.746892214,1.345813632,1.555575609
2721,Juniperus,Juniperus_rigida,34.2,134.5,0.563153565,0.610594273,1.047405601,1.204568624,1.437500834
2722,Juniperus,Juniperus_rigida,34.19,134.51,0.572681546,0.625149548,1.03622067,1.196019888,1.430354476
2723,Juniperus,Juniperus_rigida,35.62,134.92,0.491693497,0.603316665,1.899425626,1.128290176,1.251213193
2724,Juniperus,Juniperus_rigida,35.08,135.03,0.43452546,0.608168364,1.490394235,0.949814439,1.173887968
2725,Juniperus,Juniperus_rigida,35.42,135.03,0.367829412,0.518410981,1.952713966,1.053110838,1.310888529
2726,Juniperus,Juniperus_rigida,35.06,135.08,0.363065392,0.511133373,1.448384285,1.085412979,1.295222163
2727,Juniperus,Juniperus_rigida,35.12,135.08,0.415469438,0.588761389,1.541821957,0.98658061,1.22038734
2728,Juniperus,Juniperus_rigida,35.15,135.12,0.43452546,0.599677801,1.591165543,0.971972048,1.212049246
2729,Juniperus,Juniperus_rigida,35.01,135.14,0.386885434,0.542669773,1.380378008,1.050779462,1.241014361
2730,Juniperus,Juniperus_rigida,35.02,135.19,0.358301401,0.482022852,1.420855999,1.143819094,1.343611717
2731,Juniperus,Juniperus_rigida,34.85,135.62,0.539333522,0.697925806,1.085645914,1.055438757,1.201554894
2732,Juniperus,Juniperus_rigida,34.6572,135.68,0.486929476,0.556012034,1.052953601,1.148230314,1.299155474
2733,Juniperus,Juniperus_rigida,34.7473,135.722,0.515513539,0.640917718,1.019216061,1.099070191,1.238965273
2734,Juniperus,Juniperus_rigida,34.6778,135.756,0.529805541,0.674879909,1.013486028,1.117111087,1.269385219
2735,Juniperus,Juniperus_rigida,34.6717,135.762,0.529805541,0.678518713,1.02491498,1.1238271,1.277386069
2736,Juniperus,Juniperus_rigida,34.6773,135.775,0.529805541,0.682157576,1.041827798,1.132741332,1.291278481
2737,Juniperus,Juniperus_rigida,34.6105,135.912,0.372593433,0.490513384,1.20249486,1.297960162,1.470974088
2738,Juniperus,Juniperus_rigida,34.34,136.04,0.320189387,0.295230508,1.404832244,1.615808725,1.752649307
2739,Juniperus,Juniperus_rigida,34.34,136.05,0.339245379,0.323128045,1.376251936,1.560703635,1.707201242
2740,Juniperus,Juniperus_rigida,36.19,136.16,0.505985498,0.596038997,2.043664932,1.474839807,1.31283462
2741,Juniperus,Juniperus_rigida,34.95,136.45,0.491693497,0.577844918,1.231032491,1.345813632,1.510494828
2742,Juniperus,Juniperus_rigida,36.09,136.46,0.310661376,0.511133373,2.140462875,1.326031208,1.53903842
2743,Juniperus,Juniperus_rigida,36.09,136.46,0.310661376,0.511133373,2.140462875,1.326031208,1.53903842
2744,Juniperus,Juniperus_rigida,36.3044,138.699,0.248729348,0.285526931,0.810726881,1.080836058,1.334065676
2745,Juniperus,Juniperus_rigida,36.2989,138.74,0.305897385,0.348599702,0.885129273,1.027288198,1.289301991
2746,Juniperus,Juniperus_rigida,36.2911,138.752,0.334481388,0.414098352,0.990244269,0.942362189,1.218307376
2747,Juniperus,Juniperus_rigida,35.5,138.8,0.329717398,0.35587734,1.03622067,1.229964972,1.458731174
2748,Juniperus,Juniperus_rigida,35.5,138.8,0.329717398,0.35587734,1.03622067,1.229964972,1.458731174
2749,Juniperus,Juniperus_rigida,35.42,139.58,0.639377594,0.603316545,1.23571825,1.161395907,1.339801073
2750,Juniperus,Juniperus_rigida,36.1,139.8,0.496457517,0.563289702,0.910860777,0.939870596,1.195219994
2751,Juniperus,Juniperus_rigida,36.2773,140.093,0.42976144,0.495365173,0.972463965,0.944850266,1.178180933
2752,Juniperus,Juniperus_rigida,36.1961,140.287,0.463109463,0.497791082,1.074860096,0.954764128,1.167422414
2753,Juniperus,Juniperus_rigida,36.299,140.292,0.444053471,0.478384018,1.052953601,0.934875965,1.150029898
2754,Juniperus,Juniperus_rigida,36.7784,140.36,0.396413445,0.43957001,0.942128181,0.90967226,1.190980077
2755,Juniperus,Juniperus_rigida,37.406,140.364,0.344009399,0.440782964,1.090997934,0.914744258,1.195219994
2756,Juniperus,Juniperus_rigida,36.4799,140.378,0.439289451,0.462615848,1.030583024,0.929865897,1.184595466
2757,Juniperus,Juniperus_rigida,37.75,140.49,0.377357423,0.461402953,1.069425702,0.793884575,1.094186425
2758,Juniperus,Juniperus_rigida,36.5415,140.523,0.477401495,0.451699436,1.069425702,0.942362189,1.201554894
2759,Juniperus,Juniperus_rigida,36.5372,140.529,0.482165515,0.452912331,1.074860096,0.942362189,1.199446678
2760,Juniperus,Juniperus_rigida,36.3789,140.576,0.558389544,0.454125226,1.122561455,0.939870596,1.165260792
2761,Juniperus,Juniperus_rigida,36.4585,140.585,0.558389544,0.452912331,1.090997934,0.957233727,1.205762386
2762,Juniperus,Juniperus_rigida,36.4352,140.593,0.572681546,0.454125285,1.101622701,0.939870596,1.173887968
2763,Juniperus,Juniperus_rigida,36.3624,140.608,0.596501589,0.465041697,1.127733111,0.927355349,1.147840261
2764,Juniperus,Juniperus_rigida,36.4032,140.61,0.589355558,0.464435294,1.119963109,0.919798285,1.136835396
2765,Juniperus,Juniperus_rigida,36.6788,140.705,0.544097543,0.463828802,1.063963532,0.912210286,1.147840261
2766,Juniperus,Juniperus_rigida,36.7237,140.721,0.544097543,0.468680531,1.052953601,0.907130301,1.132410765
2767,Juniperus,Juniperus_rigida,41.77,140.73,0.239201322,0.266119957,1.428786874,0.904584825,1.186727166
2768,Juniperus,Juniperus_rigida,35.8308,140.753,0.639377594,0.496578127,1.254267454,1.00346303,1.165260792
2769,Juniperus,Juniperus_rigida,36.8324,140.79,0.529805521,0.462211539,1.045546333,0.880627255,1.090376536
2770,Juniperus,Juniperus_rigida,37.1461,140.999,0.534569502,0.429866552,1.007724047,0.873721182,1.066530704
2771,Juniperus,Juniperus_rigida,40.5108,141.495,0.26302135,0.298869282,1.216855288,0.820939481,1.116803288
2772,Juniperus,Juniperus_rigida,45.27,142.2,0.043877218,0.047791198,1.197666287,0.558873773,0.818362772
2773,Juniperus,Juniperus_sabina,32.08,-6.3,0.405941427,0.349812657,-0.065576248,-0.334198087,-0.82992202
2774,Juniperus,Juniperus_sabina,36.6914,-5.02123,0.382121414,0.132696807,0.160285413,0.698293507,-0.738562524
2775,Juniperus,Juniperus_sabina,36.6796,-4.99591,0.363065392,0.079327546,0.203869298,0.718453169,-0.696898282
2776,Juniperus,Juniperus_sabina,42.1,-4.1,0.358301401,0.213963628,0.4136886,-0.449414551,-0.496320277
2777,Juniperus,Juniperus_sabina,37.72,-3.51,0.329717398,0.384987831,0.160285413,-0.017484268,-0.696898282
2778,Juniperus,Juniperus_sabina,37.7257,-3.47488,0.167741269,0.153316751,0.402729511,0.307154208,-0.436156392
2779,Juniperus,Juniperus_sabina,37.7291,-3.47331,0.167741269,0.153316751,0.402729511,0.307154208,-0.436156392
2780,Juniperus,Juniperus_sabina,37.7256,-3.44642,0.158213273,0.172723755,0.402729511,0.307154208,-0.436156392
2781,Juniperus,Juniperus_sabina,37.1172,-3.42438,0.239201322,-0.044392105,0.345662266,0.314659894,-0.517411828
2782,Juniperus,Juniperus_sabina,37.0148,-3.32376,0.167741269,-0.160834089,0.486678809,0.44351685,-0.389173388
2783,Juniperus,Juniperus_sabina,38.1183,-2.82987,0.282077342,0.308572799,0.321679205,-0.061039105,-0.517411828
2784,Juniperus,Juniperus_sabina,37.9229,-2.81827,0.272549361,0.15816851,0.345662266,-0.003278766,-0.496320277
2785,Juniperus,Juniperus_sabina,37.9114,-2.8037,0.215381309,0.080540478,0.402729511,0.126814753,-0.426544905
2786,Juniperus,Juniperus_sabina,38.0498,-2.73421,0.234437332,0.190917835,0.368962944,0.015429232,-0.455722272
2787,Juniperus,Juniperus_sabina,37.6776,-2.18325,0.177269295,0.235796541,0.380371362,-0.012732213,-0.465683192
2788,Juniperus,Juniperus_sabina,40.1,-2.1,0.35353741,0.267332882,0.572317183,-0.206696212,-0.277963638
2789,Juniperus,Juniperus_sabina,40,-1,0.196325317,0.09752164,0.752816379,-0.163367718,-0.021045726
2790,Juniperus,Juniperus_sabina,40,-1,0.196325317,0.09752164,0.752816379,-0.163367718,-0.021045726
2791,Juniperus,Juniperus_sabina,42.8889,-0.356342,0.377357423,-0.282127857,1.432732582,0.602658451,0.477840543
2792,Juniperus,Juniperus_sabina,43.0396,-0.339561,0.296369374,-0.151130587,1.452265024,0.53327626,0.496512741
2793,Juniperus,Juniperus_sabina,42.9048,-0.271613,0.439289451,-0.179028153,1.420855999,0.503950417,0.46648711
2794,Juniperus,Juniperus_sabina,42.9355,-0.26479,0.286841363,-0.30638662,1.52734983,0.66607976,0.568290472
2795,Juniperus,Juniperus_sabina,43.0284,-0.207291,0.243965343,-0.211777493,1.512703061,0.59957248,0.554288805
2796,Juniperus,Juniperus_sabina,43.0338,-0.144862,0.339245379,-0.051669724,1.416870713,0.4332017,0.4626773
2797,Juniperus,Juniperus_sabina,42.7527,-0.0528727,0.305897385,-0.384014606,1.516381264,0.689573467,0.557805061
2798,Juniperus,Juniperus_sabina,42.7709,-0.033141,0.377357423,-0.23967506,1.463832259,0.562043667,0.507570565
2799,Juniperus,Juniperus_sabina,42.705,-0.0221045,0.344009399,-0.376736969,1.497876525,0.64822346,0.540115237
2800,Juniperus,Juniperus_sabina,42.7651,0.00754567,0.467873484,-0.049243826,1.334162712,0.373339593,0.383612096
2801,Juniperus,Juniperus_sabina,42.7176,0.015094,0.372593433,-0.314877182,1.456133366,0.602658451,0.500210702
2802,Juniperus,Juniperus_sabina,42.7901,0.0254247,0.439289451,-0.020133317,1.316886663,0.358890772,0.36709702
2803,Juniperus,Juniperus_sabina,42.7508,0.0261334,0.243965343,-0.458003819,1.530983925,0.752422273,0.571764588
2804,Juniperus,Juniperus_sabina,42.8088,0.039902,0.405941427,-0.126871839,1.408858776,0.470679581,0.455018282
2805,Juniperus,Juniperus_sabina,42.7909,0.0429818,0.420233458,-0.129297733,1.388586521,0.463935077,0.435638845
2806,Juniperus,Juniperus_sabina,42.7181,0.0494861,0.391649425,-0.268785536,1.448384285,0.568362951,0.492802858
2807,Juniperus,Juniperus_sabina,43.0022,0.41185,0.35353741,-0.040753279,1.509013414,0.45376116,0.5507617
2808,Juniperus,Juniperus_sabina,42.9368,0.438361,0.277313352,-0.165685847,1.545413136,0.555697918,0.585558236
2809,Juniperus,Juniperus_sabina,42.8999,0.469676,0.26778537,-0.274850219,1.57726872,0.642225146,0.616010666
2810,Juniperus,Juniperus_sabina,42.9263,0.478872,0.34877342,-0.03590152,1.530983925,0.457160115,0.571764588
2811,Juniperus,Juniperus_sabina,42.6377,2.03759,0.339245379,-0.28819254,1.482865095,0.633184195,0.525765002
2812,Juniperus,Juniperus_sabina,42.5903,2.29493,0.277313352,-0.130510658,1.400791883,0.436648071,0.447306722
2813,Juniperus,Juniperus_sabina,44.6427,5.20281,0.296369374,-0.008003939,1.444490552,0.59957248,0.489080697
2814,Juniperus,Juniperus_sabina,44.6005,5.36956,0.258257329,-0.069863789,1.459989071,0.596479952,0.503896594
2815,Juniperus,Juniperus_sabina,44.8445,5.3906,0.258257329,-0.226332694,1.559673667,0.704079688,0.599190593
2816,Juniperus,Juniperus_sabina,44.7239,6.60466,0.215381309,-0.130510643,1.346951246,0.450354189,0.395837367
2817,Juniperus,Juniperus_sabina,44.1651,6.66772,0.158213273,-0.498030782,1.254267454,0.59957248,0.371249169
2818,Juniperus,Juniperus_sabina,44.2287,6.75313,0.196325317,-0.319728941,1.272515178,0.539716363,0.324679852
2819,Juniperus,Juniperus_sabina,44.1855,6.77997,0.229673326,-0.291831344,1.249658823,0.507237077,0.302830189
2820,Juniperus,Juniperus_sabina,45.75,7.03333,0.205853313,-0.19115752,1.463832259,0.463935077,0.554288805
2821,Juniperus,Juniperus_sabina,46.17,7.42,0.1820333,-0.123233035,1.338441253,0.185446545,0.571764588
2822,Juniperus,Juniperus_sabina,44.11817,7.49032,0.201089308,-0.410699248,1.163259506,0.446939766,0.220236242
2823,Juniperus,Juniperus_sabina,47,11,0.039113197,-0.320941865,0.872011185,0.4332017,0.792670965
2824,Juniperus,Juniperus_sabina,47.1283,11.8561,0.158213273,-0.169324651,1.041827798,0.721312046,1.03351891
2825,Juniperus,Juniperus_sabina,47.037,12.381,-0.046638869,-0.607195139,1.456133366,0.912210286,1.193101764
2826,Juniperus,Juniperus_sabina,47.65,13.5833,0.162977278,-0.095335454,1.538220048,1.008255601,1.273391485
2827,Juniperus,Juniperus_sabina,48.5114,14.5058,0.115337268,-0.038327392,1.138002872,0.373339593,0.742628813
2828,Juniperus,Juniperus_sabina,46.5,22.87,0.101045251,-0.291831404,1.052953601,0.490730941,0.809857786
2829,Juniperus,Juniperus_sabina,46.58,23.5,0.077225231,0.038087659,0.675098479,0.237766549,0.588981211
2830,Juniperus,Juniperus_sabina,50.4333,30.5167,0.09628123,0.158168495,0.865386605,0.070036925,0.489080697
2831,Juniperus,Juniperus_sabina,40.65,40.72,-0.12286289,-0.408273369,0.966468275,0.193624005,0.03211258
2832,Juniperus,Juniperus_sabina,40.65,40.72,-0.12286289,-0.408273369,0.966468275,0.193624005,0.03211258
2833,Juniperus,Juniperus_sabina,42.705,44.61722,-0.046638869,-0.168111712,0.935951412,0.558873773,0.851813912
2834,Juniperus,Juniperus_sabina,42.70938,44.625984,-0.041874848,-0.135362372,0.935951412,0.546128929,0.837984562
2835,Juniperus,Juniperus_sabina,42.61,45.21,-0.046638869,-0.243313849,0.935951412,0.513789475,0.801294029
2836,Juniperus,Juniperus_sabina,36.25,51.3,0.153449282,0.15574266,-0.226948649,-0.532953084,-1.016016841
2837,Juniperus,Juniperus_sabina,36.75,54.75,0.315425396,0.053855885,-0.281655103,-0.630851865,-1.037928581
2838,Juniperus,Juniperus_sabina,36.67,55.25,0.210617304,0.559650898,-0.52691555,-0.720924258,-1.282480836
2839,Juniperus,Juniperus_sabina,43.19,77.14,-0.180030972,-0.305173665,0.271467,-0.065968841,0.324679852
2840,Juniperus,Juniperus_sabina,49.06,85.97,-0.542095244,-0.629028022,0.321679205,-0.012732213,0.419889212
2841,Juniperus,Juniperus_sabina,43.55,86.48,-0.175266951,-0.43738386,-0.623458743,-0.328107923,0.15624854
2842,Juniperus,Juniperus_sabina,43.22,87.13,-0.303895056,-0.365820557,-0.679743826,-0.46293053,0.043542583
2843,Juniperus,Juniperus_sabina,43.22,87.13,-0.303895056,-0.365820557,-0.679743826,-0.46293053,0.043542583
2844,Juniperus,Juniperus_sabina,50.3192,87.5547,-0.580207229,-0.212990418,-0.086357884,-0.15805392,0.298406452
2845,Juniperus,Juniperus_sabina,44.03,88.35,-0.408703089,0.038087681,-0.20129174,-0.670888424,-0.150977537
2846,Juniperus,Juniperus_sabina,39.83,97.73,-0.370591104,0.133909762,-0.743574679,-0.969688356,-0.380085349
2847,Juniperus,Juniperus_sabina,37.006943,100.10472,-0.370591104,-0.506521344,-0.817839801,0.052079093,0.399882674
2848,Juniperus,Juniperus_sabina,37,100.5,-0.518275201,-0.464068502,-0.572917879,0.148041025,0.554288805
2849,Juniperus,Juniperus_sabina,43.67,103.5,-0.632611275,0.015041872,-0.572917879,-0.720924258,-0.172129154
2850,Juniperus,Juniperus_sabina,37.53,108.38,-0.160974935,0.313424528,-0.374259502,0.135344341,0.477840543
2851,Juniperus,Juniperus_saltillensis,25.3833,-102.217,0.706073642,0.399543107,-0.107799456,-0.046360444,0.171371296
2852,Juniperus,Juniperus_saltillensis,25.4417,-102.187,0.768005669,0.58633548,-0.152873412,-0.179443404,0.043542583
2853,Juniperus,Juniperus_saltillensis,24.63,-101.57,0.577445567,0.198195457,0.175091252,0.02468578,0.2714715
2854,Juniperus,Juniperus_saltillensis,25.32,-101.05,0.644141614,0.268545836,0.160285413,-0.036664676,0.224998787
2855,Juniperus,Juniperus_saltillensis,25.4333,-101,0.77753365,0.428653628,0.129773974,-0.304046422,0.07705944
2856,Juniperus,Juniperus_saltillensis,25.098417,-100.53925,0.60602957,0.080540501,0.380371362,-0.056128081,0.285024196
2857,Juniperus,Juniperus_saltillensis,24.8833,-100.3,0.625085592,-0.034688577,0.506444395,0.181339845,0.435638845
2858,Juniperus,Juniperus_saltillensis,24.675,-100.142,0.629849553,0.10601221,0.345662266,-0.195724711,0.215451986
2859,Juniperus,Juniperus_saltillensis,24.7,-100.083336,0.658433616,0.167872012,0.309416831,-0.201198488,0.210645616
2860,Juniperus,Juniperus_saltillensis,24.72,-100.08,0.667961597,0.161807328,0.333758891,-0.174062222,0.224998787
2861,Juniperus,Juniperus_saxicola,20.015,-76.835,1.034789801,0.144826218,1.226326704,1.430346847,1.467486858
2862,Juniperus,Juniperus_saxicola,20.02,-76.835,1.077665925,0.224880069,1.173200727,1.35170567,1.419568419
2863,Juniperus,Juniperus_saxicola,19.983334,-76.833336,0.982385814,0.035661798,1.392669201,1.5236305,1.522314787
2864,Juniperus,Juniperus_scopulorum,54.8167,-127.1,-0.232434973,-0.191157535,0.633669376,-0.184847295,0.125313744
2865,Juniperus,Juniperus_scopulorum,54.6833,-127,-0.20861496,-0.180241093,0.599121988,-0.310017586,0.071551286
